Assettype Quantity,Associatedgsp,Bulk supply point,Connectivity Voltage(kv),Constraint description,Constraint occurrence year,Constraint season,Current status,Customers served,Dnoa result,Dnoa result description,Dnoa result history 2023,Dnoa result history 2024,Dnoa result history 2025,Deviation,Deviation Percentage,ECR < 1MVA Accepted to connect,ECR < 1MVA Already connected,ECR > 1MVA Accepted to connect,ECR > 1MVA Already connected,Expectedcompletionyear,Expectedstartyear,Firm Capacity,Flexibility procurement 2024/25,Flexibility procurement 2025/26,Flexibility procurement 2026/27,Flexibility procurement 2027/28,Flexibility procurement 2028/29,Generation Capacity,Generation Headroom Mw,Grid supply point,Justification,Ltdsname,Site,Spare Summer,Spare Winter,Substation title,Substation Or Circuit,Total gen <1 (mw),Total gen >1 (mw),Total Ecr Capacity,Traditional solution,Transformer 1 Summer,Transformer 1 Winter,Transformer 2 Summer,Transformer 2 Winter,Transformer 3 Summer,Transformer 3 Winter,Transformer 4 Summer,Transformer 4 Winter,Transformer 5 Summer,Transformer 5 Winter,Transformer 6 Summer,Transformer 6 Winter,Transformer 7 Summer,Transformer 7 Winter,Transformer 8 Summer,Transformer 8 Winter,Type,Assessment Date,Asset Export Limit,Asset Import Limit,Calculated Resistance,County,Date Commissioned,Easting,Grid Reference,Installed Capacity MVA,Last Report,Licence Area,Local Authority,Local Authority Code,Max Demand Summer,Max Demand Winter,Maximum Observed Power Flow,Measured Resistance (Ohm),Minimum Observed Power Flow,Next Assessment Date,Northing,Postcode,Power Transformer Count,Reverse Power,Site Classification,Site Functional Location,Site Name,Site Type,Site Voltage,Spatial Coordinates,Street,Suburb,Technical Limit Export,Technical Limit Import Access Period,Technical Limit Import Summer,Technical Limit Import Winter,Town City,Transformer Rating Summer,Transformer Rating Winter,What3Words
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,57.6,,,,,,90.0,90.0,,,,,25.63,30.82,,,0.0,0.0,0.0,,90.0,117.0,60.0,78.0,,,,,,,,,,,,,,2019-06-12,0.0,0.0,0.11Ω 0.00Deg,Middlesex,1962-04-01,512073,TQ1207392085,0.0,ELP02011026-R01,Eastern Power Networks (EPN),Harrow,E09000015,33.3,45.9,0.0,0.05,0.0,2035-11-26,192085,HA5 4QP,2,100%,COLD,EPN-S0000000D8118,HATCH END GRID 132/33kV,Grid Substation,132,"51.6164440148085, -0.382678140160238",LYTHAM AVENUE,\N,0.0,0.0,0.0,0.0,HATCH END,"90, 60","117, 78",encounter.boats.relax
,,Hatfield Grid 33kV,,,,,,,,,,,,Yes,80.89753320683111,0.0,0.0,16.0,4.134,,,172.8,,,,,,90.0,69.866,Elstree,,,,114.14,158.59,,,0.0,20.134,20.134,,90.0,120.0,90.0,117.0,90.0,117.0,,,,,,,,,,,,2021-09-15,360.0,960.0,0.39Ω 0.00Deg,Hertfordshire,1959-04-01,521710,TL21710570,105.39999999999999,ELP06736-R01,Eastern Power Networks (EPN),Welwyn Hatfield,E07000241,61.1,68.8,349.21,0.06,133.84,2035-11-26,205700,AL4 0QT,3,100%,COLD,EPN-S0000000D8119,HATFIELD GRID 132/33kV,Grid Substation,132,"51.7368023047392, -0.23881421148122",FELLOWES LANE,\N,-34.6,363.3,285.8,378.8,COLNEY HEATH,"90, 90, 90","120, 117, 117",tinsel.turkey.actual
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,86.4,,,,,,90.0,90.0,,,,,30.14,34.85,,,0.0,0.0,0.0,,90.0,117.0,90.0,117.0,,,,,,,,,,,,,,2018-09-19,0.0,0.0,0.23Ω 0.00Deg,Greater London,1959-04-01,525859,TQ2585990643,0.0,ELP0062028-R01,Eastern Power Networks (EPN),Barnet,E09000003,58.6,80.7,0.0,0.17,0.0,2034-11-26,190643,N3 2HX,2,100%,HOT,EPN-S0000000D8135,FINCHLEY GRID 132/33kV,Grid Substation,132,"51.6005745884072, -0.184179998417775",OAKFIELD ROAD,FINCHLEY N3,0.0,0.0,0.0,0.0,LONDON,"90, 90","117, 117",work.pounds.moving
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,86.4,,,,,,90.0,90.0,,,,,47.71,53.66,,,0.0,0.0,0.0,,90.0,117.0,90.0,117.0,,,,,,,,,,,,,,2011-10-06,0.0,0.0,NA,Buckinghamshire,1964-04-01,497460,SP97460350,0.0,P-11-1221,Eastern Power Networks (EPN),Buckinghamshire,E06000060,40.3,61.1,0.0,0.17,0.0,2032-11-26,203500,HP5 3LQ,2,100%,COLD,EPN-S0000000D8162,LYE GRN GRID 132/33kV,Grid Substation,132,"51.7217644104543, -0.59048547949184",\N,\N,0.0,0.0,0.0,0.0,LYE GREEN,"90, 90","117, 117",fakes.rocky.froze
,,Direct,,,,,,,,,,,,No,0.0,0.24576,2.6951424,0.0,0.0,,,28.8,,,,,,30.0,27.0590976,Rayleigh,,,,16.8,21.5,,,2.9409024,0.0,2.9409024,,30.0,39.0,30.0,39.0,,,,,,,,,,,,,,2016-08-11,366.0,720.0,0.60Ω 0.00Deg,Essex,1988-04-01,601782,TM0178223988,0.0,ESL1519024-R01 RA,Eastern Power Networks (EPN),Colchester,E07000071,12.5,16.6,408.2,0.22,126.8,2027-11-30,223988,CO2 8GY,2,100%,HOT,EPN-S0000000F3044,COLCHESTER GRID 132/11kV,Grid Substation,132,"51.8779379244362, 0.930107723117814",HAVEN ROAD,\N,365.5,617.1,524.7,643.0,COLCHESTER EAST,"30, 30","39, 39",modest.moth.dishes
,,Little Barford 33kV,,,,,,,,,,,,Yes,629.106628242075,0.672,5.3006016,3.3,22.0,,,28.8,,,,,,30.0,-1.2726016000000016,Eaton Socon,,,,9.6,9.89,,,5.9726016,25.3,31.2726016,,30.0,39.0,30.0,39.0,,,,,,,,,,,,,,2014-10-20,240.0,480.0,0.09Ω 10.12Deg,Bedfordshire,1974-04-01,518439,TL1843957890,3.47,ELP0308-R01,Eastern Power Networks (EPN),Bedford,E06000055,20,28.7,191.78,0.07,-69.77,2038-11-26,257890,PE19 6YQ,2,100%,COLD,EPN-S0000000F4055,LITTLE BARFORD 132/11kV,Grid Substation,132,"52.2065166590149, -0.268171894048518",LITTLE BARFORD PRIM BARFORD ROAD,\N,91.1,257.6,216.3,278.7,LITTLE BARFORD,"30, 30","39, 39",daffodils.dented.crown
,,Direct,,,,,,,,,,,,No,0.0,0.4512,0.48,0.0,0.0,,,28.8,,,,,,30.0,29.0688,Burwell,,,,13.06,17.66,,,0.9312,0.0,0.9312,,30.0,40.0,30.0,40.0,,,,,,,,,,,,,,2023-08-31,480.0,480.0,0.27Ω 0.00Deg,Cambridgeshire,1954-04-01,549540,TL49545668,0.0,ELP09356036-R01,Eastern Power Networks (EPN),South Cambridgeshire,E07000012,16.4,21.6,303.71,0.07,-58.08,2039-11-18,256680,CB1 9LR,2,100%,COLD,EPN-S0000000F4065,FULBOURN 132/11kV,Grid Substation,132,"52.1880935162035, 0.186107578703625",\N,\N,134.3,261.0,216.7,303.7,FULBOURN,"30, 30","40, 40",cargo.makes.speaks
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,19.2,,,,,,20.0,20.0,,,,,10.85,11.62,,,0.0,0.0,0.0,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2023-05-05,0.0,0.0,3.02Ω 0.00Deg,East Sussex,1949-04-01,540387,TQ4038701568,0.0,ELP09358009,South Eastern Power Networks (SPN),Lewes,E07000063,8.7,11.9,0.0,0.23,0.0,2039-11-26,101568,BN10 7LR,2,100%,HOT,SPN-S000000008456,PEACEHAVEN 33KV,Primary Substation,33,"50.796680012173, -0.00935722092282217",LINCOLN AVENUE,\N,0.0,0.0,0.0,0.0,PEACEHAVEN,"20, 20","24, 24",smirking.done.century
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,17.28,,,,,,18.0,18.0,,,,,11.04,14.21,,,0.0,0.0,0.0,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2010-10-27,0.0,0.0,0.08Ω 0.00Deg,Kent,1962-04-01,544448,TQ4444866930,0.0,P-10-696-108,South Eastern Power Networks (SPN),Bromley,E09000006,6.5,9.2,0.0,\N,0.0,2026-11-26,166930,BR5 1DP,2,100%,COLD,SPN-S000000008458,PETTS WOOD 33KV,Primary Substation,33,"51.3830438940726, 0.0743438120871243",OFF EYNSFORD CLOSE,\N,0.0,0.0,0.0,0.0,ORPINGTON,"18, 18","24, 24",late.quest.comical
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,10.56,,,,,,11.0,11.0,,,,,8.26,11.81,,,0.0,0.0,0.0,,11.0,15.0,11.0,15.0,,,,,,,,,,,,,,2011-11-28,0.0,0.0,NA,East Sussex,1932-04-01,573636,TQ7363623723,0.0,P-11-1365,South Eastern Power Networks (SPN),Rother,E07000064,2.4,2.7,0.0,0.2,0.0,2027-11-26,123723,TN32 5BP,2,100%,HOT,SPN-S000000008468,ROBERTSBRIDGE 33KV,Primary Substation,33,"50.9867231707817, 0.47252542377737",STATION ROAD,\N,0.0,0.0,0.0,0.0,ROBERTSBRIDGE,"11, 11","15, 15",deeds.windmill.leafing
,,Ruckinge Grid 33kV,,,,,,,,,,,,No,4.958677685950417,0.192,0.31224,0.0,2.3,,,9.6,,,,,,10.0,7.19576,Sellindge SGT2 & 3 & Richborough SGT,,,,2.3,2.11,,,0.50424,2.3,2.80424,,10.0,13.0,10.0,13.0,,,,,,,,,,,,,,2015-10-06,240.0,240.0,4.38Ω 0.00Deg,Kent,1933-04-01,607692,TR0769226206,2.42,ESL0952016-R01,South Eastern Power Networks (SPN),Folkestone and Hythe,E07000112,7.6,10.8,175.86,0.22,62.19,2028-11-26,126206,TN28 8BF,2,100%,HOT,SPN-S000000008469,ROMNEY WARREN 33KV,Primary Substation,33,"50.9977527867418, 0.958525900562704",DYMCHURCH ROAD,\N,67.7,254.8,210.0,275.8,NEW ROMNEY,"10, 10","13, 13",doubts.glassware.bonkers
,,Brighton Local 33kV,,,,,,,,,,,,No,0.0,0.0576,0.2546304,0.0,0.0,,,19.2,,,,,,20.0,19.6877696,Bolney SGT,,,,11.9,12.67,,,0.31223039999999996,0.0,0.31223039999999996,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2010-09-17,1100.0,1104.0,NA,East Sussex,1932-04-01,536579,TQ3657903531,0.0,P-10-696-93,South Eastern Power Networks (SPN),Brighton and Hove,E06000043,7.6,10.8,636.07,0.23,-18.0,2031-11-26,103531,BN2 7FS,2,100%,HOT,SPN-S000000008472,ROTTINGDEAN 33KV,Primary Substation,33,"50.8152313954078, -0.0626274432802717",FALMER RD OFF COURT RD,\N,176.8,776.8,670.3,837.9,ROTTINGDEAN,"20, 20","24, 24",passports.outnumber.daylight
,,Richborough Grid 33kV,,,,,,,,,,,,No,4.761904761904755,0.0,0.048,0.0,1.8,,,19.2,,,,,,20.0,18.152,Sellindge SGT2 & 3 & Richborough SGT,,,,6.34,7.01,,,0.048,1.8,1.848,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2017-06-13,240.0,240.0,NA,Kent,1962-04-01,637909,TR3790969187,1.89,P-10-696-21,South Eastern Power Networks (SPN),Thanet,E07000114,13.4,16.7,175.86,0.13,62.19,2032-11-26,169187,CT10 3JJ,2,100%,COLD,SPN-S000000008478,ST PETERS 33/11KV,Primary Substation,33,"51.3718666846561, 1.41683666455114",DANE VALLEY ROAD,ST PETERS,67.7,254.8,210.0,275.8,BROADSTAIRS,"20, 20","24, 24",hoot.skips.artist
,,Newhaven Grid 33kV,,,,,,,,,,,,No,0.0,0.55872,0.0,0.0,0.0,,,19.2,,,,,,20.0,19.44128,Bolney SGT,,,,10.37,10.08,,,0.55872,0.0,0.55872,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2023-08-08,1100.0,1104.0,0.74Ω 0.00Deg,East Sussex,1951-04-01,548250,TV4825099305,0.0,ELP09358011-R01,South Eastern Power Networks (SPN),Lewes,E07000063,9.2,13.5,636.07,0.07,-18.0,2039-11-26,99305,BN25 2DX,2,100%,COLD,SPN-S000000008479,SEAFORD,Primary Substation,33,"50.7743872554242, 0.101224173934288",BROOKLYN ROAD,\N,176.8,776.8,670.3,837.9,SEAFORD,"20, 20","24, 24",grocers.decay.coping
,,Sheerness Grid 33kV,,,,,,,,,,,,No,0.0,0.9561599999999999,0.1617024,0.0,0.0,,,13.44,,,,,,14.0,12.8821376,Kemsley SGT1 & 2,,,,6.72,6.62,,,1.1178624,0.0,1.1178624,,14.0,16.0,14.0,16.0,,,,,,,,,,,,,,2010-11-12,0.0,0.0,0.05Ω 1.00Deg,Kent,1956-04-01,591171,TQ9117174491,0.0,P-10-696-85,South Eastern Power Networks (SPN),Swale,E07000113,7,9.1,0.0,\N,0.0,2029-11-26,174491,ME12 1DB,2,100%,COLD,SPN-S000000008483,SHEERNESS 33/6.6KV,Primary Substation,33,"51.4371528117788, 0.749102385992647",BRIELLE WAY,\N,0.0,0.0,0.0,0.0,SHEPPEY,"14, 14","16, 16",items.venue.organist
,,Fishersgate Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.53808,0.0,0.0,,,14.4,,,,,,15.0,14.46192,Bolney SGT,,,,6.72,8.35,,,0.53808,0.0,0.53808,,15.0,20.0,15.0,20.0,,,,,,,,,,,,,,2015-10-27,1100.0,1104.0,0.60Ω 0.00Deg,West Sussex,1956-04-01,525106,TQ2510605833,0.0,ESL0952008-R01 RB,South Eastern Power Networks (SPN),Adur,E07000223,8,11.3,636.07,0.1,-18.0,2031-11-26,105833,BN41 1SP,2,100%,HOT,SPN-S000000008490,SOUTHWICK 33KV,Primary Substation,33,"50.8385118518779, -0.224614835490517",A270 ADJ 310 OLD SHOREHAM ROAD,\N,176.8,776.8,670.3,837.9,SOUTHWICK,"15, 15","20, 20",cared.tape.trendy
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,9.6,,,,,,10.0,10.0,,,,,7.97,10.27,,,0.0,0.0,0.0,,10.0,13.0,,,,,,,,,,,,,,,,2009-11-23,0.0,0.0,NA,Kent,1957-04-01,556074,TQ5607473892,0.0,P-09-645,South Eastern Power Networks (SPN),Dartford,E07000107,1.7,2.3,0.0,0.14,0.0,2026-11-26,173892,DA2 6AS,1,100%,COLD,SPN-S000000008494,STONE 33/11 KV,Primary Substation,33,"51.442520531403, 0.244340013452721",STONE,\N,0.0,0.0,0.0,0.0,GRAVESEND,10,13,stared.fears.spoil
,,Kingston Grid 33kV,,,,,,,,,,,,No,0.0,0.12672,0.048,0.0,0.0,,,17.28,,,,,,14.5,14.32528,Chessington SGT 2 & SGT 4B,,,,7.97,8.93,,,0.17472,0.0,0.17472,,29.0,38.0,18.0,24.0,,,,,,,,,,,,,,2018-08-28,0.0,0.0,NA,Surrey,1968-04-01,518753,TQ1875366567,0.0,ELP0062022-R01,South Eastern Power Networks (SPN),Kingston upon Thames,E09000021,9.7,14.7,0.0,0.03,0.0,2034-11-26,166567,KT5 9AL,2,"<100%,  24MVA",COLD,SPN-S000000008497,SURBITON 33/11KV,Primary Substation,33,"51.3857338867586, -0.294822435083174",HOLLYFIELD ROAD,\N,0.0,0.0,0.0,0.0,SURBITON,"29, 18","38, 24",frog.lovely.flames
,,Pembury Grid 33kV,,,,,,,,,,,,No,0.0,0.154176,1.9814399999999999,0.0,0.0,,,16.32,,,,,,8.5,6.364384,Northfleet SGT,,,,7.1,8.06,,,2.1356159999999997,0.0,2.1356159999999997,,17.0,23.0,17.0,23.0,,,,,,,,,,,,,,2021-06-02,0.0,0.0,1.73Ω 0.00Deg,Kent,1949-04-01,560359,TQ6035947670,0.0,ELP05286011-R01,South Eastern Power Networks (SPN),Tonbridge and Malling,E07000115,9.6,14.6,0.0,0.09,0.0,2037-11-26,147670,TN10 4EZ,2,<100%,COLD,SPN-S000000008503,TONBRIDGE EAST 33/6.6KV,Primary Substation,33,"51.2057334310305, 0.294154763484111",JNC CORNWALLIS AVENUE,\N,0.0,0.0,0.0,0.0,TONBRIDGE,"17, 17","23, 23",shot.copy.money
,,West Weybridge Grid 33kV,,,,,,,,,,,,No,4.761904761904765,0.0,0.048,0.0,1.2,,,28.8,,,,,,30.0,28.752,West Weybridge SGT,,,,14.11,16.51,,,0.048,1.2,1.248,,30.0,40.0,30.0,40.0,,,,,,,,,,,,,,2018-04-04,360.0,660.0,1.61Ω 0.00Deg,Surrey,1948-04-01,510250,TQ1025064806,1.26,ELP0062010,South Eastern Power Networks (SPN),Elmbridge,E07000207,15.3,22.8,364.26,0.07,138.53,2034-11-26,164806,KT12 5PL,2,100%,COLD,SPN-S000000008506,WALTON 33/11KV,Primary Substation,33,"51.3716193769765, -0.41751053769564",MAYFIELD ROAD,\N,0.0,0.0,0.0,0.0,WALTON,"30, 30","40, 40",hike.cities.zeal
,,Three Bridges Local 33kV,,The site is expected to be overloaded under an N-1 outage condition due to limited transformer capacity.,2026,Winter,Flexibility procurement,1433.0,Flexibility,We have partially fulfilled the system needs through our Autumn 2024 flexibility tender. We will continue procuring flexibility in the next events to fulfil the system needs.,\N,Reinforcement + Flexibility,Flexibility,No,4.988123515439429,0.0,0.2058048,0.0,4.0,,,9.6,\N,40%,<10%,\N,\N,10.0,5.7941952,Bolney SGT,,,Single site,1.73,3.07,West Horndon,,0.2058048,4.0,4.2058048,In order to increase capacity at the site the traditional solution is to replace 33/11 kV transformers.,10.0,13.0,10.0,13.0,,,,,,,,,,,,,Demand,2023-05-04,1100.0,1104.0,12.03Ω 0.00Deg,West Sussex,1934-04-01,534858,TQ3485834263,4.21,ELP09358007-R01,South Eastern Power Networks (SPN),Mid Sussex,E07000228,8.2,9.8,636.07,1.11,-18.0,2039-11-26,134263,RH19 4LN,2,100%,HOT,SPN-S000000008512,WEST HOATHLY 33KV,Primary Substation,33,"51.0918308945304, -0.0756676219650012",SELSFIELD ROAD,\N,176.8,776.8,670.3,837.9,WEST HOATHLY,"10, 10","13, 13",dressy.chief.whizzing
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,19.2,,,,,,20.0,20.0,,,,,6.43,5.18,,,0.0,0.0,0.0,,20.0,24.0,20.0,24.0,,,,,,,,,,,,,,2018-04-03,0.0,0.0,0.00Ω 0.00Deg,Kent,1939-04-01,538957,TQ3895765035,0.0,ELP00758-R01,South Eastern Power Networks (SPN),Bromley,E09000006,13.3,18.6,0.0,0.16,0.0,2038-11-26,165035,BR4 9HJ,2,100%,HOT,SPN-S000000008513,WEST WICKHAM 33/11KV,Primary Substation,33,"51.3673846818439, -0.0052503842234876",LAYHAMS ROAD,\N,0.0,0.0,0.0,0.0,WEST WICKHAM,"20, 20","24, 24",eagles.voted.lock
,,Maidstone 132kV,,,,,,,,,,,,No,0.0,0.0,0.437376,0.0,0.0,,,28.8,,,,,,30.0,29.562624,Canterbury SGT,,,,15.36,19.68,,,0.437376,0.0,0.437376,,30.0,40.0,30.0,40.0,,,,,,,,,,,,,,2016-06-10,0.0,0.0,1.49Ω 0.00Deg,Kent,1966-04-01,575798,TQ7579856111,0.0,ESL1520015-R01,South Eastern Power Networks (SPN),Maidstone,E07000110,14,19.5,0.0,0.06,0.0,2036-11-26,156111,ME14 1JU,2,100%,COLD,SPN-S000000008529,WATERSIDE 33/11 KV,Primary Substation,33,"51.2770215741313, 0.51908567940078",FAIRMEADOW,\N,0.0,0.0,0.0,0.0,MAIDSTONE,"30, 30","40, 40",reveal.event.combining
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,17.28,,,,,,18.0,18.0,,,,,9.6,10.75,,,0.0,0.0,0.0,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2018-05-31,0.0,0.0,7.20Ω 0.05Deg,Surrey,1962-04-01,499269,SU9926958525,0.0,ELP0062012-R01,South Eastern Power Networks (SPN),Woking,E07000217,8,12.8,0.0,0.02,0.0,2034-11-26,158525,GU21 3LY,2,100%,COLD,SPN-S000000008535,HORSELL 33/11KV,Primary Substation,33,"51.3171836552322, -0.576960496501667",HORSELL,\N,0.0,0.0,0.0,0.0,WOKING,"18, 18","24, 24",trial.outer.option
,,Ashford Grid 33kV,,,,,,,,,,,,No,0.0,0.0,0.2221632,0.0,0.0,,,17.28,,,,,,18.0,17.7778368,Ninfield SGT,,,,9.89,12.86,,,0.2221632,0.0,0.2221632,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2021-06-30,720.0,720.0,1.16Ω 0.00Deg,Kent,1963-04-01,599239,TQ9923942415,0.0,ELP05519-R01,South Eastern Power Networks (SPN),Ashford,E07000105,7.7,10.6,387.81,0.09,90.22,2028-11-26,142415,TN23 3AE,2,100%,COLD,SPN-S000000008610,SINGLETON 33/6.6KV,Primary Substation,33,"51.146313212672, 0.847145562810736",SINGLETON,\N,95.8,467.0,336.7,490.7,ASHFORD,"18, 18","24, 24",giving.sends.cried
,,Dormansland 132kV,,,,,,,,,,,,No,0.0,0.0,0.24,0.0,0.0,,,17.28,,,,,,18.0,17.76,Bolney SGT,,,,12.96,15.17,,,0.24,0.0,0.24,,18.0,24.0,,,,,,,,,,,,,,,,2023-10-09,1100.0,1104.0,0.64Ω 0.00Deg,Kent,1950-04-01,543527,TQ4352748237,0.0,ELP09358016,South Eastern Power Networks (SPN),Sevenoaks,E07000111,4.5,8.2,636.07,0.16,-18.0,2039-11-26,148237,TN8 6SL,1,100%,HOT,SPN-S000000008614,EDENBRIDGE 33/11KV,Primary Substation,33,"51.2153025356018, 0.0536072761663476",HOLE LANE,\N,176.8,776.8,670.3,837.9,EDENBRIDGE,18,24,direct.those.trim
,,Guildford Grid 132kV,,,,,,,,,,,,No,0.0,1.3891200000000001,0.9119999999999999,4.0,0.0,,,28.8,,,,,,15.0,8.698879999999999,West Weybridge SGT,,,,11.81,20.64,,,2.30112,4.0,6.30112,,30.0,40.0,30.0,40.0,,,,,,,,,,,,,,2019-03-12,360.0,660.0,1.68Ω 0.00Deg,Surrey,1955-04-01,499289,SU9928950562,0.0,ELP01351-R01,South Eastern Power Networks (SPN),Guildford,E07000209,17.7,18.5,364.26,0.08,138.53,2025-11-26,150562,GU1 1HR,2,<100%,COLD,SPN-S000000008621,GUILDFORD 'B' 11KV,Primary Substation,33,"51.2456005284074, -0.578884115575562",WOODBRIDGE ROAD,\N,0.0,0.0,0.0,0.0,GUILDFORD,"30, 30","40, 40",dollar.export.unfair
,,Kingston Grid 33kV,,,,,,,,,,,,No,0.0,0.0,5.376,0.0,0.0,,,16.32,,,,,,9.0,3.6239999999999997,Chessington SGT 2 & SGT 4B,,,,8.26,9.22,,,5.376,0.0,5.376,,18.0,24.0,17.0,23.0,,,,,,,,,,,,,,2018-04-16,0.0,0.0,3.27Ω 0.00Deg,Surrey,1967-04-01,519254,TQ1925467949,0.0,ELP0062002-R01,South Eastern Power Networks (SPN),Kingston upon Thames,E09000021,8.4,13.4,0.0,0.06,0.0,2034-11-26,167949,KT5 8EJ,2,"100%,  <100%",COLD,SPN-S000000008622,BERRYLANDS 33/11KV,Primary Substation,33,"51.3980498212875, -0.287162363796428",LOWER MARSH LANE,\N,0.0,0.0,0.0,0.0,KINGSTON-UPON-THAMES,"18, 17","24, 23",stages.unique.chip
,,,,,,,,,,,,,,No,0.0,0.0,0.0,0.0,0.0,,,16.32,,,,,,17.55,17.55,,,,,9.12,10.75,,,0.0,0.0,0.0,,17.0,23.0,17.0,23.0,,,,,,,,,,,,,,2013-04-12,0.0,0.0,0.46Ω 0.00Deg,Surrey,1974-04-01,533227,TQ3322767705,0.0,P-13-2455-01,South Eastern Power Networks (SPN),Croydon,E09000008,7.5,11.8,0.0,\N,0.0,2026-11-26,167705,SE25 6LR,2,17.55MVA,HOT,SPN-S000000008652,SELHURST 33/6.6 KV,Primary Substation,33,"51.3927508603204, -0.0865118877757053",SELHURST ROAD,\N,0.0,0.0,0.0,0.0,SELHURST,"17, 17","23, 23",leader.loaf.tree
,,Folkestone Grid 132kV,,,,,,,,,,,,No,0.0,0.3792,0.14400000000000002,0.0,0.0,,,17.28,,,,,,6.5,5.9768,Sellindge SGT2 & 3 & Richborough SGT,,,,6.53,8.74,,,0.5232,0.0,0.5232,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2013-04-12,240.0,240.0,0.23Ω 0.00Deg,Kent,1921-04-01,623144,TR2314436751,0.0,P-13-2451-01,South Eastern Power Networks (SPN),Folkestone and Hythe,E07000112,11.2,14.9,175.86,\N,62.19,2028-11-26,136751,CT19 5NQ,2,6.5MVA,HOT,SPN-S000000008660,FOLKESTONE EAST,Primary Substation,33,"51.0866497080577, 1.18487877277459",ADJ NO58 EASTFIELDS,\N,67.7,254.8,210.0,275.8,FOLKESTONE,"18, 18","24, 24",swift.unstated.ramble
,,Tunbridge Wells 132kV,,The site is expected to be overloaded under an N-1 outage condition due to limited circuit capacity.,2025,Winter,Flexibility procurement,15539.0,Flexibility,We have partially fulfilled the system needs through our Autumn 2024 flexibility tender. We will continue procuring flexibility in the next events to fulfil the system needs.,\N,Flexibility,Flexibility,No,0.0,0.1296,0.37372799999999995,0.0,0.0,,,28.8,\N,\N,30%,\N,\N,30.0,29.496672,Northfleet SGT,,,Group,11.9,14.5,Tunbridge Wells-Pembury 132kV Group,,0.503328,0.0,0.503328,In order to increase capacity at the site the traditional solution is to replace the 132 kV conductors in the existing circuits.,30.0,40.0,,,,,,,,,,,,,,,Demand,2021-06-03,0.0,0.0,0.44Ω 0.00Deg,Kent,1953-04-01,559132,TQ5913240853,0.0,ELP05286012-R01,South Eastern Power Networks (SPN),Tunbridge Wells,E07000116,17.6,24.9,0.0,0.07,0.0,2037-11-26,140853,TN2 3GG,1,100%,COLD,SPN-S000000009351,TUNBRIDGE WELLS GRID 132/11KV,Grid Substation,33,"51.1448264315983, 0.273589695249059",ADJ 56 ADDISON ROAD,\N,0.0,0.0,0.0,0.0,TUNBRIDGE WELLS,"30, 30, 30","40, 39, 39",issues.scuba.filer
,,Cliff Quay Grid 33kV,,,,,,,,,,,,No,0.0,0.192,0.9103968,0.0,0.0,,,17.28,,,,,,18.0,16.8976032,Bramford,,,,10.94,14.78,,,1.1023968,0.0,1.1023968,,18.0,24.0,18.0,24.0,,,,,,,,,,,,,,2014-08-12,1046.0,960.0,1.16Ω 0.00Deg,Suffolk,2003-04-01,619816,TM1981641953,0.0,ESL0042-025,Eastern Power Networks (EPN),Ipswich,E07000202,6.6,8.6,492.64,\N,-171.99,2027-11-26,241953,IP3 9RZ,2,100%,HOT,EPN-S0000000H1001,NACTON PRIMARY 33/11kV,Primary Substation,33,"52.0323951714821, 1.2031676568957",\N,NACTON,481.4,532.6,436.1,518.6,IPSWICH EAST,"18, 18","24, 24",downcast.picked.spots
,,Cliff Quay Grid 33kV,,,,,,,,,,,,No,0.0,0.6144,0.47040000000000004,0.0,0.0,,,16.32,,,,,,8.5,7.4152000000000005,Bramford,,,,6.82,9.7,,,1.0848,0.0,1.0848,,17.0,23.0,17.0,23.0,,,,,,,,,,,,,,2013-07-02,1046.0,960.0,0.29Ω 0.00Deg,Suffolk,1966-04-01,616390,TM16394429,0.0,P-13-2644-01,Eastern Power Networks (EPN),Ipswich,E07000202,9.9,12.9,492.64,\N,-171.99,2027-11-26,244290,IP4 1DT,2,<100%,COLD,EPN-S0000000H1008,TURRET LN PRIMARY 33/11kV,Primary Substation,33,"52.0547206058684, 1.15478240276937",\N,\N,481.4,532.6,436.1,518.6,IPSWICH CENTRAL,"17, 17","23, 23",cost.caged.thank
